,A,C,D,E,F,G,H,I,J,K,L,M,N,O,0
36,0.017141593722748594,,0.7419777661802683,0.3165605867041885,0.8131032607028541,0.750148000311955,0.007,0.48956631808776985,0.846411227983763,0.19847642341798766,0.20232286226164164,0.3512654187563745,0.6249029912839222,0.2591076505391052,
37,0.8878111691758198,,0.38465845736567483,0.15705509077181112,0.21281389275465512,0.8349040225064928,0.007,0.38227055142963573,0.34956443996093456,0.7326975610304779,0.21042097635280832,0.6105175851751558,0.8020973775512595,0.7523868506344343,
38,0.7779369096802738,,0.8886305578935416,0.9982879778802781,0.9951158149624918,0.33076067282607546,0.007,0.7834621518238024,0.04100883388469223,0.07370956320671684,0.08470090469751601,0.2716106912159064,0.7051631715693776,0.5641798725178355,
39,0.3357142278045755,,0.4602896098908662,0.8472500132386462,0.8104586972522968,0.3376830535336971,0.007,0.9069790429740642,0.33115458362977357,0.3549252868231245,0.144742364749604,0.4484562938036216,0.4672824580569602,0.4637927240753219,
40,0.7714911565336147,,0.9613821261706823,0.65915170408407,0.6744767250126019,0.9773339853228732,0.007,0.1780162960272691,0.3644263754747754,0.6337630547131338,0.7196729442978875,0.14298561579048685,0.36733453998985566,0.8589741447446979,
41,0.9787020786774864,,0.5935518336527438,0.1307964351357621,0.5257050883574291,0.9038708453846332,0.007,0.06667352086450984,0.3041606361279391,0.42818432258119465,0.7938893418703307,0.4279808053070975,0.9823131825854436,0.7377882387271036,
42,0.4397496019910071,,0.029775690292390466,0.11903407656329557,0.39120262755318025,0.32597233219199695,0.007,0.3639630562696554,0.3932154142754599,0.7383305770958004,0.8267540769417188,0.47001845406175946,0.08960036515248326,0.06562764582087233,
43,0.011498292181934433,,0.9069084314172583,0.8575658513398605,0.3299167075694869,0.16698726953470078,0.007,0.07682611599720268,0.46616356841325157,0.5325751447948438,0.48977758855017506,0.7223506360078271,0.7243470004999694,0.04822222030837475,
44,0.5054632038234917,,0.6945187869131555,0.36296030985297123,0.4764991708388766,0.7112112221608775,0.007,0.15567484878744853,0.943015691821893,0.9444578181336152,0.7507439205269163,0.6665885734114703,0.5911692365211779,0.5764191417574039,
45,0.7516301121972995,,0.5557535923572706,0.5427644818451512,0.7035456017840989,0.5012412478173935,0.007,0.8714953907802976,0.21342846068794974,0.4987082733241801,0.2202027546123999,0.05613028696222411,0.1884554682361096,0.26816008259380253,
46,0.44039468758357203,,0.8414685451942515,0.2686398325020014,0.7870337075568872,0.09774672430863751,0.007,0.28159583514329656,0.23086885140971947,0.4809976942651565,0.8486812647110156,0.8556520741415248,0.932578402517345,0.4295059560510964,
47,0.45657970574408724,,0.26632512234074246,0.6049344452094959,0.009397933173722617,0.03593127219128134,0.007,0.8423603537898493,0.26415752577544127,0.017868135676607833,0.9541891322723745,0.7302945596777314,0.9061046689384117,0.48725437504435565,
48,0.2933321703156123,,0.8403709613169017,0.4195836237548577,0.27569368285324325,0.14964461873732515,0.007,0.5572040745912902,0.16032484342953535,0.32084374686341444,0.5052180652555329,0.35693865982329487,0.6123288600823867,0.0641475463319815,
49,0.1406202758061148,,0.41488458264274775,0.022733126053401387,0.2642826625509992,0.6679882678262413,0.007,0.6931431864275313,0.8848803230523288,0.7587136594812814,0.8125350728678921,0.7773938733025954,0.18256184100145845,0.037428495565966724,
50,0.35978716205309014,,0.7224277294370812,0.8067801313214908,0.7562787251750416,0.6738132917345011,0.007,0.3519716844134714,0.14000294797968116,0.2668430568952612,0.37569453258670715,0.4157277031378206,0.659523132483295,0.7493551839164889,
51,0.25261647004093846,,0.8707740212850145,0.7128201154588142,0.5588152663557655,0.40716857811671825,0.007,0.6625093446931661,0.6955083112332107,0.9671045157253256,0.10004794409814399,0.6855121928586035,0.6614025417887625,0.6153600379322829,
52,0.38169891251806676,,0.963756544095812,0.6364124998227499,0.11498842904527173,0.051770342175213924,0.007,0.13635954711492693,0.35543652980048146,0.725772430354788,0.659023597972525,0.9089188417506535,0.9480993094800626,0.5608908568403823,
53,0.6989040750205616,,0.3142628697710129,0.1027643918037009,0.45124781325243923,0.3579988506680749,0.007,0.3946223843096551,0.782863146369552,0.30391590025320847,0.7082043801898751,0.6013575878441364,0.6413679673305711,0.6053901176567548,
54,0.9614439791526975,,0.9165252363767536,0.559442097535945,0.17604516740429665,0.7358144300293182,0.007,0.6620323148465127,0.5210104812212442,0.4856426715376577,0.8057926193177473,0.08132029461814061,0.8768517432912522,0.010802022803231726,
55,0.14839985144921064,,0.9507880888538512,0.49917286161355345,0.5454355710591059,0.012310437067695301,0.007,0.636209837390338,0.33721534936383624,0.14831375363436483,0.4237621076752659,0.23373540493105283,0.7254257224297163,0.6515973361955271,
56,0.7531153133468139,,0.4710679005282934,0.87526017067277,0.9133329883913298,0.10082315658565344,0.007,0.26237322391791285,0.49332493047094095,0.3802669864367809,0.2688598392352425,0.37022056849962726,0.795010518359391,0.09466703988910452,
57,0.37710225704577083,,0.7750715356311909,0.642721011406403,0.4283478616177029,0.3403256822529901,0.007,0.02034386866489757,0.2993230613040665,0.09569080324144763,0.7178420775364401,0.6750303209551434,0.11637055302595756,0.9041953852587792,
58,0.06331233533719671,,0.13628015692084638,0.30740839694545075,0.6772455357956509,0.4512956442087852,0.007,0.8411013054911547,0.7050475218800516,0.9923676089356707,0.17720689119103183,0.5093613132130147,0.4936683492085129,0.5267979032155874,
59,0.5605097594913017,,0.34755732121876237,0.5721245661652945,0.5688546360847309,0.8050467914038927,0.007,0.36152972004287875,0.28148571500318187,0.8207046849068885,0.7091885932925747,0.9699011077454335,0.5307981880602975,0.07446232599131386,
60,0.8302259302540512,,0.9040697766175215,0.002498663329376205,0.9399362787166529,0.0477575399559812,0.007,0.1736951504056521,0.13685985459702377,0.4806890114979867,0.40957333365865034,0.36064637401306077,0.35794649216172725,0.2602054338769194,
61,0.46826497855272453,,0.7733384204088797,0.6396343833617769,0.8335948385521865,0.07319505928851167,0.007,0.12077400733619903,0.7325268931792719,0.2234761191553586,0.9434192644913144,0.9117746102899129,0.9514687640828151,0.017613681115238644,
62,0.059381429177707945,,0.6941119589873843,0.46701744226965425,0.8594787454002697,0.9650449639170245,0.007,0.7063876428188889,0.25334789417784687,0.6749731738946292,0.8373668281194194,0.3836086277982099,0.4808175602528779,0.4023301973596356,
63,0.8378249355495866,,0.4842055817358548,0.6115787438684015,0.9326186422696126,0.9597648625822135,0.007,0.3802928608906737,0.41881495018373716,0.6106300914678515,0.5885976398756926,0.7961699029015386,0.7086054664613993,0.6741307752284745,
64,0.45418909230733717,,0.09524683854987692,0.9532168006866756,0.698752919639174,0.6761273050755476,0.007,0.16654006086034456,0.9313170614309199,0.3533109918204588,0.35153782726711447,0.4621411775513913,0.15817548836281603,0.44077752576241735,
65,0.4139380265463466,,0.28175574689229466,0.1372494180656142,0.7361666309901697,0.3885149977325396,0.007,0.5289959335391268,0.4450927069465399,0.5800021909278281,0.3074827800111204,0.5014527527953522,0.4990949696712804,0.9554117549547212,
66,0.3527428455831213,,0.5264122677679024,0.38172288551516165,0.6568020894578483,0.07817334600358694,0.007,0.5265114077323177,0.11685881232538642,0.2933954819168655,0.23570975060891286,0.9252880719909804,0.68508171041775,0.7344387329351864,
67,0.2106166800233481,,0.02889182654838751,0.0400573416262463,0.7165394045600206,0.7973628336838198,0.007,0.3625467597894617,0.4813305359584883,0.4107589987782946,0.5004104545018349,0.6912162428499646,0.0842960534923346,0.35219034989384945,
68,0.28870873191388724,,0.3292692438520898,0.3934382617701022,0.46747142043558676,0.9416301376924295,0.007,0.5569475826696084,0.001045778293938593,0.6410288261656553,0.11764270291031631,0.9861337703330246,0.5950257644147063,0.957173848996425,
69,0.16018414296670458,,0.8821585986098941,0.44125634648258594,0.2374709983270572,0.18380790952394854,0.007,0.7379530881968706,0.32159245149879223,0.7980353388077431,0.15643010126751022,0.40125274732416005,0.36280813105314214,0.521687122180743,
70,0.6239322469607658,,0.12690994489070861,0.6469492042945706,0.21252017093209308,0.4376141287385037,0.007,0.11115241270332243,0.7527219705245574,0.6180469098056915,0.55142808029221,0.4951608804648223,0.5220425898647618,0.8662016629764998,
71,0.8529376094061254,,0.0661161744321026,0.8797929368981813,0.46642040514937844,0.8862970807765449,0.007,0.5293587007862001,0.5183687273861225,0.007940657695824305,0.6373216716381137,0.12371960304542295,0.5650941415214683,0.15735153433069338,
72,0.47453278840908464,,0.49703412069816,0.8330020267871665,0.33777023469167733,0.8188021071793077,0.007,0.04862587651128236,0.20607656789438056,0.26015206690124115,0.40845564499376275,0.139021269667029,0.460574410945895,0.9164066063466679,
73,0.5544482816769966,,0.004549489915868565,0.5767088938038437,0.187833306362988,0.18071774843205812,0.007,0.34656954398331663,0.4209419898630514,0.7031130819164657,0.018296175553297767,0.6719680377705517,0.8792443971814962,0.3127108482689446,
74,0.045654795415575156,,0.3073319564436411,0.44548547188662313,0.39404600583015514,0.9329995903810075,0.007,0.9100780964853928,0.9055227489179175,0.8408132166058688,0.2990955591453561,0.32327534847488393,0.39633058811474586,0.12014347127157865,
75,0.8558362874934768,,0.3532963764401882,0.8894502317952033,0.5858662412475881,0.23963616688936207,0.007,0.9249113661025186,0.21164671708897376,0.6848433001076014,0.9546219163032003,0.47651215634480215,0.7178821405924456,0.4234708604038101,
76,0.9260459123936946,,0.35922343897633846,0.2700834251541996,0.3071490330179497,0.967644983290563,0.007,0.6964887430307625,0.9071766718769158,0.8139101271660469,0.3104855817500859,0.6938645912513293,0.7583972302848501,0.5429662561805831,
77,0.6596238012309722,,0.7786408737847577,0.9148626310141648,0.2989053845498659,0.11555385541883678,0.007,0.9415875372828798,0.5829037921840127,0.8957928115080276,0.5821703932474585,0.40931511448730074,0.4712660546807731,0.5902773489263776,
78,0.49899199354911195,,0.04149350004335317,0.596664351321213,0.15197376961371545,0.2021777108038112,0.007,0.14617118678055696,0.7438155278609198,0.49284469914349105,0.10612136291623553,0.20649721928524234,0.4165283023359373,0.5758032244634286,
79,0.10518787402155094,,0.2857750275859935,0.9775734413617698,0.5082485808544968,0.9424934557714784,0.007,0.44982811759794317,0.2446344508957119,0.07850251671991437,0.7624255955691174,0.9126247580051652,0.18382431292466173,0.278847080606632,
80,0.22852604852521852,,0.15787300262614212,0.17700905412001466,0.4491110243002666,0.9490855023704476,0.007,0.48453790518408835,0.30078610185505383,0.2847463980740227,0.052733190669885466,0.8688355185126736,0.2622781654972073,0.5077498499124193,
81,0.4514258611915295,,0.9191892278032586,0.5162918927995555,0.9180785322432952,0.2056539937311398,0.007,0.8857503051218512,0.7519472980981545,0.48523207117516653,0.5109150932719438,0.4830280772947556,0.7522756097827031,0.47473896144924044,
82,0.26646430155875,,0.9107742375484716,0.6019693626637811,0.6860832272985835,0.10063713875689217,0.007,0.6711156252884682,0.00806029772840211,0.10532766654486203,0.1623647549261491,0.268576043868057,0.9017950662924268,0.8460482637386217,
83,0.4680077523710853,,0.6739563976523124,0.8095553742962883,0.05135713594086777,0.7163665029679768,0.007,0.7282177051242081,0.6006563322066809,0.623319421868056,0.8583983213819562,0.9579350626514956,0.8333856614508415,0.3951385183967825,
84,0.061119152676070154,,0.5783354711096442,0.3187976749897239,0.22700948920821507,0.11933410708695802,0.007,0.9057477644655351,0.04640572244031804,0.02741836982132373,0.26766159317563587,0.7422805719871046,0.7558591418578297,0.8395136025805975,
85,0.1100330905661504,,0.11081889675660783,0.7131834582850122,0.20821887198262912,0.46104391265218814,0.007,0.8209388438351479,0.0582553838623765,0.48744290458964734,0.8852589072908027,0.16199676387562634,0.7280091338316549,0.7214661389549553,
86,0.1690795187120513,,0.0046200990519970064,0.7345520204963619,0.8261703391642464,0.004258438117031971,0.007,0.8887748258300345,0.061608884935274943,0.05089553726022833,0.09438122553149686,0.28995291417031455,0.4782189222598092,0.47573191345592214,
87,0.9516694176662609,,0.29983649830148074,0.22425625482752465,0.00985371661100487,0.557097813836707,0.007,0.652533847809279,0.7649560827819745,0.26771417494926497,0.9140598205957591,0.954548906488899,0.7200459476477529,0.5514743479839878,
88,0.1381882752304805,,0.21599034177003185,0.7151131250618815,0.6490264882022734,0.03720915901199129,0.007,0.12491687793540318,0.35819158268144036,0.013257073747759529,0.9766542363051193,0.4412980577211859,0.8549048945385471,0.6937054837467274,
89,0.4780506027547524,,0.7826481264151541,0.6524585446487328,0.022651439792594763,0.4215216600380517,0.007,0.4669395759808943,0.5005560853636202,0.451656138537876,0.20494470089479755,0.5860885321870523,0.26528116804450874,0.5415729237911874,
90,0.644635297662973,,0.4135645281864605,0.5503638321070972,0.9984030625833518,0.7282131438972659,0.007,0.6482323467798375,0.9934665075297168,0.6405206814963742,0.6564897808122202,0.8887374206247759,0.9266869145849733,0.31632931491593275,
91,0.5210324643409034,,0.3039539561462745,0.6571835986940947,0.7702025613383933,0.30718550371575293,0.007,0.8938575319991998,0.5645759674037054,0.5984360397002113,0.9918855789624352,0.7379552525399483,0.3283184497770988,0.05860805292577753,
92,0.9363428543135474,,0.3826840456277064,0.38988444291195656,0.1571148559714316,0.957440642969204,0.007,0.8257267159492245,0.8353361852253076,0.9018604428738533,0.23165229313659796,0.2948393155418305,0.7303502729361125,0.6320574238095878,
93,0.7954840274827951,,0.09785165766154036,0.5552411714260472,0.9003041963757316,0.7364244214885755,0.007,0.8422752002055636,0.5429583192696036,0.46457775734256146,0.8709148711405339,0.9443524554776037,0.3411174996940891,0.8818333799257979,
94,0.3991363340930215,,0.9626280721195988,0.08182153757182342,0.5786149050170629,0.12184580842289805,0.007,0.12308482133265675,0.41204597231845097,0.75947139393207,0.6665317127972046,0.48459257676245326,0.6977532561154628,0.034898291380044744,
95,0.5248261522670243,,0.06862567189893742,0.6420777311173578,0.7551693985486917,0.930383775272436,0.007,0.00885351899770892,0.9975242085573351,0.4443941823908426,0.33806012406819796,0.7847699041997859,0.2025549877219165,0.21555936056473513,
96,0.21294996852778691,,0.08923735197949245,0.24414299929454997,0.8737142688322037,0.6124099979648396,0.007,0.3614016359479837,0.6317680285740458,0.7122259088759163,0.2392503505121264,0.7457002008928426,0.4281777143797001,0.6878503891242237,
97,0.6826338411631746,,0.21988152058221822,0.18021913168135917,0.39575178000329125,0.5755387512944722,0.007,0.3191194256680333,0.18310454294059997,0.7766976904382275,0.21912385343036556,0.34275536293559894,0.48060072417399824,0.927588952834996,
98,0.20918037333724615,,0.18901634071306672,0.7956204928173242,0.44319764072650725,0.6037822461916067,0.007,0.8066935855455563,0.7063372023458984,0.4942810430219079,0.43173196823961757,0.4903173014306673,0.303723075848062,0.2660695564876203,
99,0.6309858019660046,,0.28601090255176154,0.5371246410646483,0.22918480987502587,0.11488924649201937,0.007,0.814827590921032,0.5282755429386653,0.08151049316603887,0.4144739444153457,0.5680504828002784,0.925373004662712,0.42318162289188643,
100,0.2399723284426445,,0.029117011246801994,0.5909472642031397,0.497833679833242,0.6643355735697616,0.007,0.5123621003209397,0.7237333029981511,0.304445763110469,0.8392882496243073,0.2546757850205673,0.3606551019559492,0.448462614912177,
101,0.30236834077486385,,0.6787578807308623,0.9950498485795914,0.9253987128213171,0.49232431454064174,0.007,0.028270486949938278,0.37634059566723055,0.4819325932328362,0.8616140281722265,0.2527773837323579,0.12401010425359016,0.36314756208852506,
102,0.698859679575616,,0.6509788537219651,0.48915482936953236,0.8782375975379523,0.06537021733809212,0.007,0.004250240659288029,0.1561981030233025,0.5978947497022904,0.9297425389831913,0.4098416696811199,0.6571775009233619,0.08055533176273211,
103,0.5722663980092467,,0.2810199508971991,0.20532033560417895,0.13711365870731962,0.15289103450421504,0.007,0.055354627093130104,0.7354934619879004,0.5014712616409215,0.14824591166220524,0.39334529747613245,0.10666323531707922,0.9285976756679362,
104,0.782109392194991,,0.6923004355499587,0.7510524652976666,0.42308532815945255,0.779296263578244,0.007,0.5053528833541947,0.615839343235203,0.6312014805707046,0.005755190879066618,0.3712448052967193,0.30997177670177245,0.19920905862733818,
105,0.6663030324418946,,0.5175427095116975,0.6956789953909363,0.01385382910834132,0.8090282334883167,0.007,0.8647432961926156,0.619783230877019,0.1804505993278257,0.011733807968835608,0.5424412474935483,0.11166088324212975,0.5537362079014975,
106,0.9632592650599633,,0.8524321004186725,0.6680521522837684,0.9372890734218258,0.1613098467386005,0.007,0.737090572734235,0.09795274535826637,0.4552516096332522,0.09185999484029461,0.1157923725646911,0.3534333300287624,0.7179572156561819,
107,0.18340357623248593,,0.9158535700159184,0.2649191349720358,0.01879926248956909,0.46863316594343973,0.007,0.8338867552290636,0.6422833197603502,0.09677145655220531,0.5032648277307412,0.07508627395591039,0.7784191843148166,0.08166922299333157,
108,0.5146085503843878,,0.8017096025498972,0.14555040017860843,0.5171979239370484,0.4020628140955331,0.007,0.8346086144179669,0.02968545352288654,0.47265362749012874,0.6304332479042103,0.7612531687884898,0.3837342581162142,0.2269630669595517,
109,0.970204596991659,,0.22068971146223348,0.29801648350722565,0.6798816129581374,0.13427097262134047,0.007,0.5545695805512996,0.452831025176647,0.4191012363080908,0.7308173989464811,0.0450683037176931,0.8389375913138533,0.1916498612265245,
110,0.8388577590545375,,0.616117350840126,0.8416260481227085,0.6185457580073751,0.24326952112059785,0.007,0.09231560327156729,0.5347178295276359,0.5579149631037624,0.8275566058357895,0.635138250593119,0.5208981092460522,0.6820515378358127,
111,0.5050204451368584,,0.8917780276830288,0.21792838544108695,0.18163905022240645,0.18369750488301828,0.007,0.5422322922070295,0.29571211752870097,0.29644238618269203,0.5177613821006156,0.06416001052841136,0.2753241184915656,0.08513738670819582,
112,0.15067227392799798,,0.3581854431814194,0.4274164812474802,0.9846406561690512,0.8320051662005876,0.007,0.08089670678396166,0.010605514455572784,0.2920997721863148,0.3379068506695797,0.86656410309811,0.9485844739568667,0.7221181967881478,
113,0.05196539991704996,,0.13683434506409275,0.37617167960549014,0.1721469301532894,0.39392070643485655,0.007,0.08440280694352476,0.27507801703644985,0.30085630267089314,0.7815046937390796,0.5019262006110204,0.5902451147317243,0.015108393924632812,
114,0.7032468978602749,,0.9734711948609263,0.9537318014347215,0.17773708599230753,0.5260050358271113,0.007,0.4903907320727373,0.9761285925245705,0.4022253479639387,0.8741768621757778,0.20651690423261237,0.03719877488136791,0.5920748723598218,
115,0.31830709120724177,,0.8353974466027623,0.7658494526495253,0.9202894486771963,0.11397118798079575,0.007,0.6762681363102457,0.7324782852097151,0.26765085689004997,0.3186754689671394,0.6080643513195917,0.7046397149009717,0.02108678755982274,
116,0.27608467224161404,,0.7583192127369645,0.8466879819207422,0.07255916440268562,0.7103686497766598,0.007,0.7257400133536265,0.7014731036159719,0.19653585976204568,0.7758147381921512,0.7106940679004791,0.4512035141781645,0.36061716769018515,
117,0.6115556380933175,,0.9082120039068399,0.9015747939086393,0.28015695658025674,0.8043843937888961,0.007,0.6348935068062076,0.8295665932598543,0.5310058664251288,0.4676598119904837,0.006226292929506938,0.21465982759737778,0.7769923806636869,
118,0.06774112443361402,,0.4461032372512518,0.8117167422172802,0.641690613669434,0.7144724772097176,0.007,0.6419524300997458,0.529616827317937,0.5865357400562161,0.12258817768342123,0.9068753794787998,0.20154899327380194,0.5715880284791623,
119,0.1233393309612586,,0.9975768767242766,0.4942642140099306,0.13771080555459636,0.01893963837677215,0.007,0.2613748887319022,0.12551325125343293,0.10967366583691174,0.30637419418560274,0.16312637483395487,0.8118283560912749,0.6362592497037364,
